Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
2,Cleanse,Legends,7148,113.11,89.33,107.77,17.11051312981349,70.0,88.011,70.0,EX,Samarkand,1,-38.113340995491114,-35.04685905168414,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Cleanse?language=1&minCondition=3
3,Field of Dreams,Legends,7026,109.48,102.06,122.91,16.963631925799362,94.99,103.949,94.99,EX,teresis,1,-13.235294117647067,-22.715808315027257,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Field-Of-Dreams?language=1&minCondition=3
4,City of Solitude,Visions,8453,11.36,10.13,12.19,16.89909762100081,6.5,8.054,6.5,EX,JulienJ,2,-42.78169014084507,-46.67760459392945,10,https://www.cardmarket.com/en/Magic/Products/Singles/Visions/City-Of-Solitude?language=1&minCondition=3
5,Kobold Overlord,Legends,7127,68.99,55.43,66.54,16.696723775172835,48.88,56.242,48.88,EX,MagicOfOldSchool,1,-29.149152051021876,-26.540426810940794,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Kobold-Overlord?language=1&minCondition=3
6,Jihad,Arabian Nights,6839,430.7,285.2,341.64,16.520313780587752,290.0,329.08500000000004,290.0,EX,Rattanatur,1,-32.66775017413513,-15.11532607423018,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Jihad?language=1&minCondition=3
7,Invoke Prejudice,Legends,7033,299.88,295.72,349.89,15.482008631284106,298.0,381.12,298.0,EX,Bronhy,1,-0.6269174336401212,-14.830375260796247,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Invoke-Prejudice?language=1&minCondition=3
9,Hellfire,Legends,6991,101.19,89.4,102.77,13.009633161428425,80.0,89.806,80.0,EX,sebest,1,-20.940804427314948,-22.156271285394567,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Hellfire?language=1&minCondition=3
10,Jacques le Vert,Legends,7243,25.6,24.36,27.75,12.216216216216218,18.74,23.966,18.74,EX,Iliaster,1,-26.796875000000007,-32.46846846846847,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Jacques-Le-Vert?language=1&minCondition=3
11,Divine Intervention,Legends,7151,114.12,103.22,116.0,11.017241379310345,94.59,116.006,94.59,EX,TheMagicCardTraderUK,1,-17.113564668769715,-18.456896551724135,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Divine-Intervention?language=1&minCondition=3
12,Lotus Vale,Weatherlight,8733,22.35,20.45,22.79,10.267661254936375,18.0,20.981,18.0,EX,dcdducati,1,-19.463087248322154,-21.017990346643263,10,https://www.cardmarket.com/en/Magic/Products/Singles/Weatherlight/Lotus-Vale?language=1&minCondition=3
13,Su-Chi,Antiquities,6903,122.21,105.73,117.34,9.894324186125788,99.98,102.995,99.98,EX,Iliaster,1,-18.190000818263638,-14.794613942389637,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Su-Chi?language=1&minCondition=3
14,Land Equilibrium,Legends,7035,97.4,94.14,103.86,9.358752166377815,85.0,92.768,85.0,EX,BlackLilith-13,1,-12.731006160164277,-18.15906027344502,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Land-Equilibrium?language=1&minCondition=3
15,Rohgahh of Kher Keep,Legends,7267,48.19,43.47,47.5,8.484210526315792,33.99,38.407,33.99,EX,Dragonegg,1,-29.46669433492425,-28.44210526315789,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Rohgahh-Of-Kher-Keep?language=1&minCondition=3
16,Earthcraft,Tempest,8851,88.56,85.51,92.91,7.964697018620161,83.0,90.533,83.0,EX,Nyar752,1,-6.278229448961159,-10.666236142503495,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Earthcraft?language=1&minCondition=3
18,Stone Calendar,The Dark,7389,8.94,10.72,11.53,7.025151777970501,9.44,10.216,9.44,EX,InfiniteMagicCZ,1,5.592841163310962,-18.126626192541195,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Stone-Calendar?language=1&minCondition=3
19,Halfdane,Legends,7240,33.56,30.11,32.24,6.606699751861049,28.38,30.980999999999995,28.38,EX,TheMagicCardTraderUK,1,-15.435041716328971,-11.972704714640207,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Halfdane?language=1&minCondition=3
21,Forsaken Wastes,Mirage,8074,14.45,13.11,14.0,6.357142857142861,12.0,13.403,12.0,EX,MishrasFactory,1,-16.95501730103806,-14.285714285714285,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Forsaken-Wastes?language=1&minCondition=3
22,Corpse Dance,Tempest,8745,17.98,17.14,18.23,5.979155238617662,14.5,17.27,14.5,EX,Vitosellmagic,1,-19.35483870967742,-20.46077893582008,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Corpse-Dance?language=1&minCondition=3
27,Phyrexian Devourer,Alliances,8019,21.27,20.21,21.29,5.072804133395953,16.35,19.625999999999998,16.35,EX,jchald,1,-23.131170662905493,-23.203381869422255,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Phyrexian-Devourer?language=1&minCondition=3
28,Jovial Evil,Legends,6995,29.62,27.84,29.32,5.047748976807641,22.48,26.96,22.48,EX,Meddy36,4,-24.105334233625932,-23.328785811732605,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Jovial-Evil?language=1&minCondition=3
29,Dystopia,Alliances,7858,10.45,10.28,10.82,4.990757855822559,5.92,8.751,5.92,NM,Angel-Cards,1,-43.34928229665071,-45.28650646950093,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Dystopia?language=1&minCondition=3
30,Falling Star,Legends,7117,114.09,105.13,110.52,4.876945349258054,100.0,118.68499999999999,100.0,EX,Fiska,1,-12.349899202384085,-9.518639160332969,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Falling-Star?language=1&minCondition=3
32,Powerleech,Antiquities,6935,13.37,14.17,14.84,4.514824797843666,13.01,15.35,13.01,EX,webuyanycard,8,-2.6925953627524266,-12.331536388140163,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Powerleech?language=1&minCondition=3
35,Undiscovered Paradise,Visions,8568,13.45,13.42,13.99,4.074338813438172,8.0,12.279,8.0,EX,DraconisUK,2,-40.520446096654275,-42.81629735525375,10,https://www.cardmarket.com/en/Magic/Products/Singles/Visions/Undiscovered-Paradise?language=1&minCondition=3
36,Volrath's Stronghold,Stronghold,9222,58.58,59.94,62.28,3.7572254335260165,55.0,60.41600000000001,55.0,EX,Demonikos666,1,-6.111300785250936,-11.689145793192038,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Volrath-s-Stronghold?language=1&minCondition=3
38,Adun Oakenshield,Legends,7227,59.63,56.93,59.02,3.5411724839037673,52.0,59.916999999999994,52.0,EX,Roczyyy,1,-12.795572698306227,-11.894273127753308,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Adun-Oakenshield?language=1&minCondition=3
40,Lifeblood,Legends,7170,26.9,25.2,26.07,3.337169159953974,23.0,25.161,23.0,EX,kasj78,1,-14.498141263940518,-11.775987725354815,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Lifeblood?language=1&minCondition=3
46,Exorcist,The Dark,7360,10.53,11.04,11.3,2.300884955752226,9.0,11.422,9.0,EX,Slyngelweah,1,-14.529914529914526,-20.353982300884958,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Exorcist?language=1&minCondition=3
47,Scorched Ruins,Weatherlight,8734,32.98,34.06,34.83,2.210737869652587,32.0,35.397,32.0,EX,Overlord2403,1,-2.971497877501507,-8.125179443008895,10,https://www.cardmarket.com/en/Magic/Products/Singles/Weatherlight/Scorched-Ruins?language=1&minCondition=3
49,Sword of the Ages,Legends,7212,68.46,61.19,62.29,1.765933536683258,55.0,73.42500000000001,55.0,NM,PowerNegen,1,-19.661115980134376,-11.703323165837212,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Sword-Of-The-Ages?language=1&minCondition=3
52,Gaea's Avenger,Antiquities,6934,47.65,42.02,42.73,1.6615960683360491,35.3,42.314,35.3,EX,Wampopower,1,-25.91815320041973,-17.38825181371402,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Gaea-s-Avenger?language=1&minCondition=3
53,Goblin Wizard,The Dark,7349,55.65,51.64,52.5,1.6380952380952372,48.0,55.282,48.0,EX,kasj78,1,-13.7466307277628,-8.571428571428571,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Goblin-Wizard?language=1&minCondition=3
55,Tuknir Deathlock,Legends,7278,18.24,17.77,18.04,1.496674057649665,16.47,17.538999999999998,16.47,EX,RetroMagic,1,-9.703947368421051,-8.70288248337029,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Tuknir-Deathlock?language=1&minCondition=3
56,Recurring Nightmare,Exodus,9300,47.05,49.08,49.82,1.4853472501003653,46.0,51.678999999999995,46.0,EX,EpiphanyG,1,-2.2316684378320875,-7.667603372139703,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Recurring-Nightmare?language=1&minCondition=3
57,Urza's Miter,Antiquities,6912,16.53,16.4,16.64,1.4423076923077043,15.0,18.854000000000003,15.0,EX,FredGame71,1,-9.255898366606177,-9.855769230769234,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Urza-s-Miter?language=1&minCondition=3
61,Winding Canyons,Weatherlight,8735,12.29,13.11,13.23,0.9070294784580574,11.83,12.896,11.83,EX,cataclysm-uk,1,-3.7428803905614245,-10.582010582010584,10,https://www.cardmarket.com/en/Magic/Products/Singles/Weatherlight/Winding-Canyons?language=1&minCondition=3
66,Storm World,Legends,7137,38.38,40.04,40.28,0.5958291956305908,34.25,37.114,34.25,EX,Meddy36,1,-10.760812923397609,-14.970208540218474,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Storm-World?language=1&minCondition=3
67,Wood Elemental,Legends,7100,16.89,17.24,17.32,0.4618937644341908,14.8,16.380000000000003,14.8,EX,RetroMagic,1,-12.374185908821786,-14.549653579676672,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Wood-Elemental?language=1&minCondition=3
68,Survival of the Fittest,Exodus,9357,193.6,188.92,189.42,0.26396367859782494,177.36,201.949,177.36,EX,satansghost,1,-8.388429752066106,-6.366803927779524,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Survival-Of-The-Fittest?language=1&minCondition=3
