Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
1,Mana Flare,Beta,4952,225.06,294.49,318.09,29.246439686881065,300.0,343.08200000000005,300.0,NM,RobRot,1,33.29778725673154,-5.687069697255486,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Mana-Flare?minCondition=3
2,Howling Mine,Alpha,5481,1165.43,614.48,1587.38,26.58153687207852,399.99,582.6633333333333,399.99,NM,Zlopotom,2,-65.6787623452288,-74.8018747873855,6,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Howling-Mine?minCondition=3
3,Timetwister,Beta,4796,4911.29,4756.95,6630.14,25.92479193501194,200.0,674.9916666666667,200.0,NM,tzo843,1,-95.92775014303777,-96.98347244552905,6,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Timetwister?minCondition=3
5,Demonic Tutor,Alpha,5246,600.57,858.24,793.0,24.266078184110963,199.0,519.1866666666667,199.0,EX,enricocollector,1,-66.86481176215928,-74.90542244640605,9,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Demonic-Tutor?minCondition=3
6,Winter Orb,Beta,5178,607.42,759.48,782.08,22.332753682487734,640.0,780.8844444444444,640.0,EX,CardGameCorner,1,5.363669289783024,-18.166939443535192,9,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Winter-Orb?minCondition=3
10,Winter Orb,Unlimited,5179,90.84,84.89,111.64,18.631314940881403,90.0,121.01400000000001,90.0,EX,DoubleDown,1,-0.924702774108326,-19.38373342887854,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Winter-Orb?minCondition=3
8,Mana Flare,Unlimited,4953,35.21,32.45,44.32,20.555054151624546,42.49,61.30800000000001,42.49,EX,RacoonRises,1,20.67594433399603,-4.129061371841152,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Mana-Flare?minCondition=3
4,Wrath of God,Unlimited,5087,77.84,96.74,103.9,25.081809432146297,180.0,202.374,180.0,EX,ThreeForOne-AT,1,131.24357656731755,73.24350336862366,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Wrath-Of-God?minCondition=3
7,Howling Mine,Beta,5124,354.0,477.78,452.53,21.773142112125157,589.99,696.78375,589.99,NM,RetroMagic,1,66.6638418079096,30.375886681545982,8,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Howling-Mine?minCondition=3
9,Lightning Bolt,Beta,4950,185.77,210.28,230.71,19.478999609899873,270.0,279.883,270.0,EX,druler,2,45.34101308069117,17.030037709678815,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Lightning-Bolt?minCondition=3
