Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
5,Squire,The Dark,7371,0.32,0.27,0.4,32.5,0.04,0.096,0.04,EX,JessBuildsTech,1,-87.50000000000001,-90.0,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Squire?language=1&minCondition=3
6,Wall of Vapor,Legends,7055,0.65,0.53,0.73,27.397260273972595,0.02,0.253,0.02,EX,Stalfion31,1,-96.92307692307692,-97.26027397260275,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Wall-Of-Vapor?language=1&minCondition=3
8,Kird Ape,Arabian Nights,6828,13.92,10.41,14.18,26.586741889985895,8.0,9.873000000000001,8.0,EX,JulienJ,1,-42.5287356321839,-43.58251057827927,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Kird-Ape?language=1&minCondition=3
9,Grapeshot Catapult,Antiquities,6888,0.57,0.46,0.61,24.590163934426222,0.23,0.26799999999999996,0.23,EX,Zirkonia,1,-59.64912280701754,-62.295081967213115,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Grapeshot-Catapult?language=1&minCondition=3
10,Circle of Protection: Artifacts,Antiquities,6968,2.56,2.25,2.94,23.46938775510204,1.75,2.343,1.75,EX,Illudriel,1,-31.640625,-40.476190476190474,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Circle-Of-Protection-Artifacts?language=1&minCondition=3
13,Stone Calendar,The Dark,7389,9.27,10.15,13.18,22.989377845220027,9.0,9.863999999999999,9.0,EX,k-fab,1,-2.9126213592232966,-31.71471927162367,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Stone-Calendar?language=1&minCondition=3
17,Jihad,Arabian Nights,6839,420.49,276.48,348.24,20.606478290833905,295.95,335.985,295.95,EX,mktradingcards,1,-29.617826821089686,-15.015506547208826,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Jihad?language=1&minCondition=3
19,Bone Flute,The Dark,7375,0.95,0.83,1.03,19.417475728155345,0.6,0.726,0.6,EX,Itsallabout-Mtg,1,-36.84210526315789,-41.747572815533985,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Bone-Flute?language=1&minCondition=3
21,Kobold Overlord,Legends,7127,66.94,54.71,67.82,19.330580949572386,48.88,56.23199999999999,48.88,EX,MagicOfOldSchool,1,-26.97938452345383,-27.926865231495125,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Kobold-Overlord?language=1&minCondition=3
22,Staff of Zegon,Antiquities,6902,0.71,0.52,0.64,18.75,0.3,0.41400000000000003,0.3,EX,GeoMe,1,-57.74647887323944,-53.125,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Staff-Of-Zegon?language=1&minCondition=3
