Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
2,Mana Vault,Unlimited,5149,259.13,197.58,262.57,24.751494839471373,185.0,257.589,185.0,EX,xxniinjaxx1,1,-28.607262763863694,-29.542598164299044,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Mana-Vault?language=1&minCondition=3
3,Winter Orb,Unlimited,5179,90.84,84.89,111.64,23.96094589752777,90.0,121.03800000000001,90.0,EX,DoubleDown,1,-0.924702774108326,-19.38373342887854,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Winter-Orb?language=1&minCondition=3
6,Swords to Plowshares,Unlimited,5077,64.82,62.8,78.46,19.9592148865664,57.94,82.239,57.94,EX,Luckylev,1,-10.61400802221536,-26.153453989293908,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Swords-To-Plowshares?language=1&minCondition=3
7,Dark Ritual,Unlimited,4641,12.98,10.87,13.36,18.637724550898206,12.0,13.768,12.0,EX,Carddude1520,1,-7.550077041602468,-10.17964071856287,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Dark-Ritual?language=1&minCondition=3
9,Mana Drain,Legends,7036,147.05,138.41,166.46,16.850895109936324,138.84,155.845,138.84,EX,Bronhy,1,-5.583134988099291,-16.592574792743005,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mana-Drain?language=1&minCondition=3
14,Arcades Sabboth,Legends,7229,40.71,32.68,35.71,8.485018202184264,24.98,29.121999999999996,24.98,EX,fabiolone1,1,-38.6391549987718,-30.04760571268552,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Arcades-Sabboth?language=1&minCondition=3
16,Earthcraft,Tempest,8851,91.7,85.63,92.89,7.815695984497799,83.0,90.525,83.0,EX,Nyar752,1,-9.487459105779719,-10.64700183012165,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Earthcraft?language=1&minCondition=3
18,Chalice of the Void,Mirrodin,150,15.48,14.56,15.66,7.024265644955298,13.0,14.427000000000001,13.0,EX,Favorit60,1,-16.020671834625325,-16.985951468710088,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chalice-Of-The-Void?language=1&minCondition=3
19,Dust Bowl,Mercadian Masques,11689,18.56,17.4,18.7,6.9518716577540145,17.74,18.586000000000002,17.74,NM,r1z1a,1,-4.418103448275864,-5.133689839572197,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Dust-Bowl?language=1&minCondition=3
21,Maze of Ith,The Dark,7395,19.53,22.26,23.64,5.837563451776646,21.02,26.272000000000002,21.02,EX,TheGoose,1,7.629288274449557,-11.082910321489006,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Maze-Of-Ith?language=1&minCondition=3
22,Corpse Dance,Tempest,8745,17.89,16.96,17.99,5.725403001667581,14.5,17.323,14.5,EX,Vitosellmagic,1,-18.949133594186698,-19.399666481378535,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Corpse-Dance?language=1&minCondition=3
23,Horn of Greed,Stronghold,9214,10.13,10.06,10.62,5.273069679849329,8.0,9.264,8.0,EX,Schwestern,1,-21.02665350444226,-24.67043314500941,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Horn-Of-Greed?language=1&minCondition=3
24,Underworld Dreams,Legends,7008,83.77,86.61,91.26,5.095332018408947,81.99,94.41399999999999,81.99,EX,MichelPlaccini,1,-2.1248657037125476,-10.157790927021706,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Underworld-Dreams?language=1&minCondition=3
27,Time Spiral,Urza's Saga,10310,70.3,66.18,69.57,4.872789995687778,65.03,68.376,65.03,EX,cuisinero,1,-7.496443812233281,-6.525801351157097,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Saga/Time-Spiral?language=1&minCondition=3
31,Rishadan Port,Mercadian Masques,11697,46.03,45.02,47.21,4.638847701758097,41.99,48.141999999999996,41.99,EX,NAJ-cards,1,-8.776884640451877,-11.056979453505612,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Rishadan-Port?language=1&minCondition=3
34,Recurring Nightmare,Exodus,9300,45.88,48.93,50.7,3.491124260355036,46.0,51.122,46.0,EX,EpiphanyG,1,0.2615518744550947,-9.27021696252466,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Recurring-Nightmare?language=1&minCondition=3
39,Goblin Welder,Urza's Legacy,10637,17.31,17.25,17.68,2.4321266968325777,15.77,17.558999999999997,15.77,EX,KimDahl,1,-8.89659156556903,-10.80316742081448,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Legacy/Goblin-Welder?language=1&minCondition=3
41,Worldly Tutor,Mirage,8204,13.72,13.43,13.65,1.6117216117216164,9.0,12.611999999999998,9.0,EX,JulienJ,1,-34.40233236151604,-34.065934065934066,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Worldly-Tutor?language=1&minCondition=3
42,Survival of the Fittest,Exodus,9357,191.63,189.2,192.07,1.494246889154998,177.36,202.23200000000003,177.36,EX,satansghost,1,-7.446641966289194,-7.658666111313574,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Survival-Of-The-Fittest?language=1&minCondition=3
48,Ensnaring Bridge,Stronghold,9212,13.17,13.02,13.17,1.1389521640091143,11.0,12.392,11.0,EX,EmirM,4,-16.47684130599848,-16.47684130599848,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Ensnaring-Bridge?language=1&minCondition=3
49,Karakas,Legends,7219,37.1,39.51,39.94,1.0766149223835748,34.29,36.991,34.29,EX,TheMagicCardTraderUK,1,-7.574123989218334,-14.146219328993487,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Karakas?language=1&minCondition=3
53,Land Tax,Legends,7169,56.88,56.97,57.27,0.523834468308022,50.0,53.220000000000006,50.0,EX,BlackLilith-13,1,-12.095639943741213,-12.69425528199756,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Land-Tax?language=1&minCondition=3
89,Thawing Glaciers,Alliances,8041,10.49,10.58,9.86,-7.302231237322522,6.0,9.296000000000001,6.0,EX,isys59,1,-42.80266920877026,-39.14807302231237,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Thawing-Glaciers?language=1&minCondition=3
11,Chrome Mox,Mirrodin,152,54.96,49.89,55.63,10.318173647312605,55.0,60.248000000000005,55.0,EX,Ampyre,1,0.07278020378456904,-1.1324824734855339,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chrome-Mox?language=1&minCondition=3
38,Scroll Rack,Tempest,9033,23.23,23.4,24.02,2.5811823480433014,23.0,24.637999999999998,23.0,EX,Dgvs10,1,-0.9900990099009919,-4.246461282264778,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Scroll-Rack?language=1&minCondition=3
43,Vampiric Tutor,Visions,8423,41.82,39.82,40.39,1.4112404060411,38.45,41.183,38.45,EX,deada,1,-8.058345289335241,-4.803169101262683,10,https://www.cardmarket.com/en/Magic/Products/Singles/Visions/Vampiric-Tutor?language=1&minCondition=3
46,Sensei's Divining Top,Champions of Kamigawa,12179,15.59,15.26,15.45,1.2297734627831685,14.95,15.556000000000001,14.95,EX,Azyrhaphal,1,-4.105195638229638,-3.2362459546925573,10,https://www.cardmarket.com/en/Magic/Products/Singles/Champions-Of-Kamigawa/Senseis-Divining-Top?language=1&minCondition=3
47,Mana Vault,Revised,5792,49.49,47.51,48.06,1.144402829796097,47.99,49.893,47.99,EX,lukey52,1,-3.0309153364316024,-0.14565126924677543,10,https://www.cardmarket.com/en/Magic/Products/Singles/Revised/Mana-Vault?language=1&minCondition=3
50,Rhystic Study,Prophecy,3939,33.28,33.11,33.39,0.8385744234800871,33.0,34.224000000000004,33.0,NM,gaetan3344,1,-0.8413461538461573,-1.168014375561547,10,https://www.cardmarket.com/en/Magic/Products/Singles/Prophecy/Rhystic-Study?language=1&minCondition=3
66,Sliver Queen,Stronghold,9226,147.59,160.46,156.6,-2.464878671775232,150.0,170.499,150.0,EX,PieterC,1,1.632901958127242,-4.214559386973177,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Sliver-Queen?language=1&minCondition=3
95,Null Rod,Weatherlight,8722,57.13,65.69,59.33,-10.719703354121018,57.0,59.624,57.0,EX,Miggy2k,1,-0.2275511990197839,-3.927186920613515,10,https://www.cardmarket.com/en/Magic/Products/Singles/Weatherlight/Null-Rod?language=1&minCondition=3
4,Sol Ring,Unlimited,5169,94.79,69.95,89.49,21.83484188177449,90.0,106.982,90.0,EX,boensj,1,-5.053275661989668,0.5698960777740587,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Sol-Ring?language=1&minCondition=3
12,Dark Ritual,Alpha,5240,146.38,152.6,168.44,9.403942056518645,198.99,231.01499999999996,198.99,EX,RetroMagic,1,35.94070228173249,18.13702208501544,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Dark-Ritual?language=1&minCondition=3
13,Lightning Bolt,Beta,4950,185.77,210.28,230.71,8.855272853365701,270.0,279.82,270.0,EX,druler,2,45.34101308069117,17.030037709678815,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Lightning-Bolt?language=1&minCondition=3
15,Animate Dead,Beta,4628,271.42,258.06,280.54,8.013117558993375,315.0,347.822,315.0,EX,Iglix,1,16.056296514626773,12.283453339987158,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Animate-Dead?language=1&minCondition=3
17,Guardian Beast,Arabian Nights,6784,451.2,441.6,478.38,7.688448513733846,499.0,559.243,499.0,EX,ignaz333,1,10.593971631205676,4.310380868765417,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Guardian-Beast?language=1&minCondition=3
25,Exploration,Urza's Saga,10457,30.54,30.01,31.62,5.091714104996836,32.0,35.997,32.0,EX,ronan,1,4.780615586116571,1.2017710309930392,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Saga/Exploration?language=1&minCondition=3
28,Serendib Efreet,Arabian Nights,6805,446.7,423.98,445.68,4.868964279303533,463.0,477.1779999999999,463.0,EX,Diliz13,2,3.6489814192970695,3.886196374080056,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Serendib-Efreet?language=1&minCondition=3
29,Wrath of God,Unlimited,5087,81.56,97.34,102.2,4.755381604696673,180.0,208.369,180.0,EX,Fiska,1,120.69641981363412,76.1252446183953,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Wrath-Of-God?language=1&minCondition=3
30,Concordant Crossroads,Legends,7064,101.37,86.62,90.93,4.739909820741231,94.96,104.449,94.96,EX,Legacytcg,1,-6.323369833284019,4.4319806444517615,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Concordant-Crossroads?language=1&minCondition=3
44,Dark Ritual,Beta,4640,97.54,101.45,102.86,1.3707952556873386,135.0,144.288,135.0,EX,ThreeForOne-AT,2,38.40475702275988,31.246354267937004,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Dark-Ritual?language=1&minCondition=3
45,Aladdin,Arabian Nights,6821,53.14,52.95,53.68,1.3599105812220509,59.0,66.141,59.0,EX,Bronhy,1,11.027474595408354,9.910581222056633,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Aladdin?language=1&minCondition=3
92,Mirror Universe,Legends,7203,218.34,235.0,213.99,-9.818215804476841,260.0,275.099,260.0,EX,Bronhy,1,19.08033342493359,21.501004719846716,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mirror-Universe?language=1&minCondition=3
96,Animate Dead,Unlimited,4629,24.59,26.29,23.55,-11.634819532908699,29.0,34.673,29.0,EX,tzirtzi,1,17.934119560797075,23.14225053078556,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Animate-Dead?language=1&minCondition=3
