Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
4,Living Artifact,Alpha,5350,305.71,157.84,361.04,56.28185242632395,119.99,252.39499999999998,339.99,EX,RubyTrade,1,11.21324130712114,-5.830378905384448,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Living-Artifact
5,Reverse Damage,Alpha,5452,391.14,199.78,425.86,53.08786925280609,300.0,559.7475,350.0,EX,Magic-Dreams,1,-10.517973104259342,-17.81336589489504,8,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Reverse-Damage
16,Chaoslace,Alpha,5373,256.18,182.68,291.53,37.33749528350426,245.0,358.39399999999995,245.0,EX,ThreeForOne-AT,1,-4.3641189788430035,-15.960621548382663,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Chaoslace
18,Reverse Damage,Beta,5066,110.18,77.15,108.39,28.821847033859203,44.99,68.59700000000001,85.0,EX,milirem,1,-22.85351243419859,-21.579481501983576,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Reverse-Damage
19,Personal Incarnation,Beta,5058,122.72,161.55,217.61,25.76168374615137,99.0,113.24000000000001,140.0,EX,ThreeForOne-AT,1,14.080834419817473,-35.66472129038188,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Personal-Incarnation
31,Field of Dreams,Legends,7026,109.48,102.06,122.91,16.963631925799362,80.0,97.03200000000001,94.99,EX,teresis,1,-13.235294117647067,-22.715808315027257,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Field-Of-Dreams
42,Divine Intervention,Legends,7151,116.41,102.31,117.79,13.142032430596828,58.99,87.67300000000002,94.39,EX,TheMagicCardTraderUK,1,-18.915900695816507,-19.865862976483577,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Divine-Intervention
43,Hellfire,Legends,6991,101.19,89.4,102.77,13.009633161428425,58.99,73.49100000000001,80.0,EX,sebest,1,-20.940804427314948,-22.156271285394567,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Hellfire
2,Manabarbs,Alpha,5397,307.85,138.11,371.08,62.78161043440767,299.0,394.86199999999997,360.0,EX,Tuardian,1,16.940068215039783,-2.9858790557292187,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Manabarbs
3,Dingus Egg,Alpha,5474,318.43,185.71,449.44,58.679690281238884,242.0,418.90899999999993,439.99,EX,phigue0,1,38.174795088402476,-2.1026165895336395,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Dingus-Egg
6,Aspect of Wolf,Alpha,5326,327.83,189.76,403.93,53.02156314212859,299.0,472.741,469.99,EX,RetroMagic,1,43.363938626727276,16.354318817616914,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Aspect-Of-Wolf
44,Sedge Troll,Unlimited,4973,121.84,104.5,119.47,12.530342345358667,200.0,283.53666666666663,225.0,EX,grijsje,1,84.66841759684833,88.33179877793589,9,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Sedge-Troll
