Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
2,Mana Vault,Unlimited,5149,259.13,197.58,262.57,24.751494839471373,185.0,257.589,185.0,EX,xxniinjaxx1,1,-28.607262763863694,-29.542598164299044,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Mana-Vault?language=1&minCondition=3
3,Winter Orb,Unlimited,5179,90.84,84.89,111.64,23.96094589752777,90.0,121.03800000000001,90.0,EX,DoubleDown,1,-0.924702774108326,-19.38373342887854,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Winter-Orb?language=1&minCondition=3
6,Swords to Plowshares,Unlimited,5077,64.82,62.8,78.46,19.9592148865664,57.94,82.239,57.94,EX,Luckylev,1,-10.61400802221536,-26.153453989293908,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Swords-To-Plowshares?language=1&minCondition=3
7,Dark Ritual,Unlimited,4641,12.98,10.87,13.36,18.637724550898206,12.0,13.768,12.0,EX,Carddude1520,1,-7.550077041602468,-10.17964071856287,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Dark-Ritual?language=1&minCondition=3
9,Mana Drain,Legends,7036,147.05,138.41,166.46,16.850895109936324,138.84,155.845,138.84,EX,Bronhy,1,-5.583134988099291,-16.592574792743005,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mana-Drain?language=1&minCondition=3
14,Arcades Sabboth,Legends,7229,40.71,32.68,35.71,8.485018202184264,24.98,29.121999999999996,24.98,EX,fabiolone1,1,-38.6391549987718,-30.04760571268552,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Arcades-Sabboth?language=1&minCondition=3
16,Earthcraft,Tempest,8851,91.7,85.63,92.89,7.815695984497799,83.0,90.525,83.0,EX,Nyar752,1,-9.487459105779719,-10.64700183012165,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Earthcraft?language=1&minCondition=3
18,Chalice of the Void,Mirrodin,150,15.48,14.56,15.66,7.024265644955298,13.0,14.427000000000001,13.0,EX,Favorit60,1,-16.020671834625325,-16.985951468710088,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chalice-Of-The-Void?language=1&minCondition=3
19,Dust Bowl,Mercadian Masques,11689,18.56,17.4,18.7,6.9518716577540145,17.74,18.586000000000002,17.74,NM,r1z1a,1,-4.418103448275864,-5.133689839572197,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Dust-Bowl?language=1&minCondition=3
21,Maze of Ith,The Dark,7395,19.53,22.26,23.64,5.837563451776646,21.02,26.272000000000002,21.02,EX,TheGoose,1,7.629288274449557,-11.082910321489006,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Maze-Of-Ith?language=1&minCondition=3
22,Corpse Dance,Tempest,8745,17.89,16.96,17.99,5.725403001667581,14.5,17.323,14.5,EX,Vitosellmagic,1,-18.949133594186698,-19.399666481378535,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Corpse-Dance?language=1&minCondition=3
23,Horn of Greed,Stronghold,9214,10.13,10.06,10.62,5.273069679849329,8.0,9.264,8.0,EX,Schwestern,1,-21.02665350444226,-24.67043314500941,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Horn-Of-Greed?language=1&minCondition=3
24,Underworld Dreams,Legends,7008,83.77,86.61,91.26,5.095332018408947,81.99,94.41399999999999,81.99,EX,MichelPlaccini,1,-2.1248657037125476,-10.157790927021706,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Underworld-Dreams?language=1&minCondition=3
27,Time Spiral,Urza's Saga,10310,70.3,66.18,69.57,4.872789995687778,65.03,68.376,65.03,EX,cuisinero,1,-7.496443812233281,-6.525801351157097,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Saga/Time-Spiral?language=1&minCondition=3
31,Rishadan Port,Mercadian Masques,11697,46.03,45.02,47.21,4.638847701758097,41.99,48.141999999999996,41.99,EX,NAJ-cards,1,-8.776884640451877,-11.056979453505612,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Rishadan-Port?language=1&minCondition=3
34,Recurring Nightmare,Exodus,9300,45.88,48.93,50.7,3.491124260355036,46.0,51.122,46.0,EX,EpiphanyG,1,0.2615518744550947,-9.27021696252466,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Recurring-Nightmare?language=1&minCondition=3
39,Goblin Welder,Urza's Legacy,10637,17.31,17.25,17.68,2.4321266968325777,15.77,17.659,15.77,EX,KimDahl,1,-8.89659156556903,-10.80316742081448,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Legacy/Goblin-Welder?language=1&minCondition=3
41,Worldly Tutor,Mirage,8204,13.72,13.43,13.65,1.6117216117216164,9.0,12.611999999999998,9.0,EX,JulienJ,1,-34.40233236151604,-34.065934065934066,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Worldly-Tutor?language=1&minCondition=3
42,Survival of the Fittest,Exodus,9357,191.63,189.2,192.07,1.494246889154998,177.36,202.23200000000003,177.36,EX,satansghost,1,-7.446641966289194,-7.658666111313574,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Survival-Of-The-Fittest?language=1&minCondition=3
46,Sensei's Divining Top,Champions of Kamigawa,12179,15.59,15.26,15.45,1.2297734627831685,14.0,15.256,14.0,EX,Spada1992,1,-10.198845413726747,-9.385113268608409,10,https://www.cardmarket.com/en/Magic/Products/Singles/Champions-Of-Kamigawa/Senseis-Divining-Top?language=1&minCondition=3
48,Ensnaring Bridge,Stronghold,9212,13.17,13.02,13.17,1.1389521640091143,11.0,12.392,11.0,EX,EmirM,4,-16.47684130599848,-16.47684130599848,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Ensnaring-Bridge?language=1&minCondition=3
49,Karakas,Legends,7219,37.1,39.51,39.94,1.0766149223835748,34.29,36.991,34.29,EX,TheMagicCardTraderUK,1,-7.574123989218334,-14.146219328993487,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Karakas?language=1&minCondition=3
53,Land Tax,Legends,7169,56.88,56.97,57.27,0.523834468308022,50.0,53.220000000000006,50.0,EX,BlackLilith-13,1,-12.095639943741213,-12.69425528199756,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Land-Tax?language=1&minCondition=3
56,Dance of the Dead,Ice Age,6218,15.69,15.46,15.44,-0.12953367875648542,14.0,15.065000000000001,14.0,EX,roene,1,-10.771191841937537,-9.326424870466319,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Dance-Of-The-Dead?language=1&minCondition=3
58,Reanimate,Tempest,8780,13.81,13.65,13.6,-0.36764705882353466,10.63,12.993,10.63,EX,SwigginPanda,3,-23.02679217958001,-21.838235294117638,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Reanimate?language=1&minCondition=3
59,Enlightened Tutor,Mirage,8269,21.43,21.53,21.4,-0.6074766355140306,20.0,20.878,20.0,NM,ZZZzzzleeper,4,-6.672888474101725,-6.542056074766349,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Enlightened-Tutor?language=1&minCondition=3
61,Trinisphere,Darksteel,370,17.06,17.5,17.34,-0.9227220299884669,15.0,16.766000000000002,15.0,NM,alvaro1990,1,-12.075029308323558,-13.494809688581313,10,https://www.cardmarket.com/en/Magic/Products/Singles/Darksteel/Trinisphere?language=1&minCondition=3
69,Entomb,Odyssey,2544,22.76,22.71,22.13,-2.6208766380479074,21.0,23.966,21.0,EX,Kaskade,1,-7.732864674868196,-5.106190691369178,10,https://www.cardmarket.com/en/Magic/Products/Singles/Odyssey/Entomb?language=1&minCondition=3
72,Cabal Coffers,Torment,2408,16.31,16.36,15.82,-3.4134007585334962,15.0,16.472,15.0,EX,NilsMueller,1,-8.031882280809311,-5.183312262958283,10,https://www.cardmarket.com/en/Magic/Products/Singles/Torment/Cabal-Coffers?language=1&minCondition=3
75,Karplusan Forest,Ice Age,6549,27.57,24.56,23.57,-4.20025456088247,22.35,27.354000000000003,22.35,EX,Toysnloot,1,-18.933623503808484,-5.176071277047089,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Karplusan-Forest?language=1&minCondition=3
78,Brushland,Ice Age,6539,11.65,12.14,11.62,-4.475043029259909,7.1,9.604,7.1,NM,maxtlion,1,-39.055793991416316,-38.89845094664371,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Brushland?language=1&minCondition=3
80,Sulfurous Springs,Ice Age,6564,12.24,11.06,10.53,-5.033238366571711,10.0,12.98,10.0,EX,benditbeuh,1,-18.300653594771244,-5.033238366571694,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Sulfurous-Springs?language=1&minCondition=3
81,Vaevictis Asmadi,Legends,7280,32.25,32.33,30.75,-5.138211382113815,28.95,32.586,28.95,EX,CardHouseOfTheEast,1,-10.232558139534886,-5.853658536585368,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Vaevictis-Asmadi?language=1&minCondition=3
83,Necropotence,Ice Age,6254,17.92,18.42,17.33,-6.289671090594365,10.65,18.383,10.65,NM,Corky,1,-40.56919642857143,-38.545874206578176,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Necropotence?language=1&minCondition=3
84,Adarkar Wastes,Ice Age,6538,25.53,22.85,21.49,-6.328524895300154,20.0,23.655,20.0,EX,Ponchim-MTG,1,-21.660791226008623,-6.933457422056764,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Adarkar-Wastes?language=1&minCondition=3
87,Cursed Scroll,Tempest,9006,29.05,27.93,26.13,-6.8886337543054,23.95,28.293,23.95,EX,CARBON14,3,-17.555938037865754,-8.342900880214312,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Cursed-Scroll?language=1&minCondition=3
89,Thawing Glaciers,Alliances,8041,10.49,10.58,9.86,-7.302231237322522,6.0,9.296000000000001,6.0,EX,isys59,1,-42.80266920877026,-39.14807302231237,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Thawing-Glaciers?language=1&minCondition=3
93,Aluren,Tempest,8842,31.93,31.33,28.52,-9.852734922861146,26.7,28.791999999999994,26.7,EX,James88,1,-16.3795803319762,-6.381486676016832,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Aluren?language=1&minCondition=3
100,Underground River,Ice Age,6569,15.46,15.09,13.34,-13.118440779610193,12.62,16.017000000000003,12.62,EX,Toysnloot,1,-18.369987063389402,-5.397301349325343,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Underground-River?language=1&minCondition=3
102,Oath of Druids,Exodus,9343,16.59,18.33,16.05,-14.205607476635498,14.39,18.591,14.39,EX,qasno,1,-13.261000602772752,-10.342679127725857,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Oath-Of-Druids?language=1&minCondition=3
