Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
2,Mana Vault,Unlimited,5149,259.13,197.58,262.57,24.751494839471373,185.0,257.589,185.0,EX,xxniinjaxx1,1,-28.607262763863694,-29.542598164299044,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Mana-Vault?language=1&minCondition=3
3,Winter Orb,Unlimited,5179,90.84,84.89,111.64,23.96094589752777,90.0,121.03800000000001,90.0,EX,DoubleDown,1,-0.924702774108326,-19.38373342887854,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Winter-Orb?language=1&minCondition=3
6,Swords to Plowshares,Unlimited,5077,64.82,62.8,78.46,19.9592148865664,57.94,82.239,57.94,EX,Luckylev,1,-10.61400802221536,-26.153453989293908,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Swords-To-Plowshares?language=1&minCondition=3
7,Dark Ritual,Unlimited,4641,12.98,10.87,13.36,18.637724550898206,12.0,13.768,12.0,EX,Carddude1520,1,-7.550077041602468,-10.17964071856287,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Dark-Ritual?language=1&minCondition=3
9,Mana Drain,Legends,7036,147.05,138.41,166.46,16.850895109936324,138.84,155.845,138.84,EX,Bronhy,1,-5.583134988099291,-16.592574792743005,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mana-Drain?language=1&minCondition=3
14,Arcades Sabboth,Legends,7229,40.71,32.68,35.71,8.485018202184264,24.98,29.121999999999996,24.98,EX,fabiolone1,1,-38.6391549987718,-30.04760571268552,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Arcades-Sabboth?language=1&minCondition=3
16,Earthcraft,Tempest,8851,91.7,85.63,92.89,7.815695984497799,83.0,90.525,83.0,EX,Nyar752,1,-9.487459105779719,-10.64700183012165,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Earthcraft?language=1&minCondition=3
18,Chalice of the Void,Mirrodin,150,15.48,14.56,15.66,7.024265644955298,13.0,14.427000000000001,13.0,EX,Favorit60,1,-16.020671834625325,-16.985951468710088,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chalice-Of-The-Void?language=1&minCondition=3
19,Dust Bowl,Mercadian Masques,11689,18.56,17.4,18.7,6.9518716577540145,17.74,18.586000000000002,17.74,NM,r1z1a,1,-4.418103448275864,-5.133689839572197,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Dust-Bowl?language=1&minCondition=3
21,Maze of Ith,The Dark,7395,19.53,22.26,23.64,5.837563451776646,21.02,26.272000000000002,21.02,EX,TheGoose,1,7.629288274449557,-11.082910321489006,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Maze-Of-Ith?language=1&minCondition=3
22,Corpse Dance,Tempest,8745,17.89,16.96,17.99,5.725403001667581,14.5,17.323,14.5,EX,Vitosellmagic,1,-18.949133594186698,-19.399666481378535,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Corpse-Dance?language=1&minCondition=3
23,Horn of Greed,Stronghold,9214,10.13,10.06,10.62,5.273069679849329,8.0,9.264,8.0,EX,Schwestern,1,-21.02665350444226,-24.67043314500941,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Horn-Of-Greed?language=1&minCondition=3
24,Underworld Dreams,Legends,7008,83.77,86.61,91.26,5.095332018408947,81.99,94.41399999999999,81.99,EX,MichelPlaccini,1,-2.1248657037125476,-10.157790927021706,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Underworld-Dreams?language=1&minCondition=3
27,Time Spiral,Urza's Saga,10310,70.3,66.18,69.57,4.872789995687778,65.03,68.376,65.03,EX,cuisinero,1,-7.496443812233281,-6.525801351157097,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Saga/Time-Spiral?language=1&minCondition=3
31,Rishadan Port,Mercadian Masques,11697,46.03,45.02,47.21,4.638847701758097,41.99,48.141999999999996,41.99,EX,NAJ-cards,1,-8.776884640451877,-11.056979453505612,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Rishadan-Port?language=1&minCondition=3
34,Recurring Nightmare,Exodus,9300,45.88,48.93,50.7,3.491124260355036,46.0,51.122,46.0,EX,EpiphanyG,1,0.2615518744550947,-9.27021696252466,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Recurring-Nightmare?language=1&minCondition=3
39,Goblin Welder,Urza's Legacy,10637,17.31,17.25,17.68,2.4321266968325777,15.77,17.659,15.77,EX,KimDahl,1,-8.89659156556903,-10.80316742081448,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Legacy/Goblin-Welder?language=1&minCondition=3
41,Worldly Tutor,Mirage,8204,13.72,13.43,13.65,1.6117216117216164,9.0,12.611999999999998,9.0,EX,JulienJ,1,-34.40233236151604,-34.065934065934066,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Worldly-Tutor?language=1&minCondition=3
42,Survival of the Fittest,Exodus,9357,191.63,189.2,192.07,1.494246889154998,177.36,202.23200000000003,177.36,EX,satansghost,1,-7.446641966289194,-7.658666111313574,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Survival-Of-The-Fittest?language=1&minCondition=3
46,Sensei's Divining Top,Champions of Kamigawa,12179,15.59,15.26,15.45,1.2297734627831685,14.0,15.256,14.0,EX,Spada1992,1,-10.198845413726747,-9.385113268608409,10,https://www.cardmarket.com/en/Magic/Products/Singles/Champions-Of-Kamigawa/Senseis-Divining-Top?language=1&minCondition=3
48,Ensnaring Bridge,Stronghold,9212,13.17,13.02,13.17,1.1389521640091143,11.0,12.392,11.0,EX,EmirM,4,-16.47684130599848,-16.47684130599848,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Ensnaring-Bridge?language=1&minCondition=3
83,Necropotence,Ice Age,6254,17.92,18.42,17.33,-6.289671090594365,10.65,18.383,10.65,NM,Corky,1,-40.56919642857143,-38.545874206578176,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Necropotence?language=1&minCondition=3
88,Ancient Tomb,Tempest,9040,74.25,81.92,76.57,-6.987070654303264,65.0,76.36999999999999,65.0,EX,GameMahatma,3,-12.457912457912458,-15.11035653650254,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Ancient-Tomb?language=1&minCondition=3
