Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
5,Erratic Portal,Exodus,9360,1.79,1.53,2.06,25.728155339805824,1.5,1.8690000000000002,1.5,NM,Hobel666,1,-16.201117318435756,-27.18446601941748,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Erratic-Portal?sellerCountry=7&language=1&minCondition=3
6,Mana Vault,Unlimited,5149,259.13,197.58,262.57,24.751494839471373,170.0,281.998,170.0,EX,Wollmilchsau,1,-34.39586308030718,-35.25536047530182,5,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Mana-Vault?sellerCountry=7&language=1&minCondition=3
10,Shattering Pulse,Exodus,9330,0.33,0.3,0.39,23.076923076923084,0.05,0.11499999999999999,0.05,EX,swissbutter,1,-84.84848484848484,-87.17948717948718,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Shattering-Pulse?sellerCountry=7&language=1&minCondition=3
13,Wrath of God,Beta,5086,698.1,627.25,797.52,21.349934797873406,649.99,649.99,649.99,EX,nightdjinn,1,-6.891562813350524,-18.49859564650416,1,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Wrath-Of-God?sellerCountry=7&language=1&minCondition=3
15,Dark Ritual,Unlimited,4641,12.98,10.92,13.83,21.0412147505423,12.0,20.712,12.0,EX,Carddude1520,1,-7.550077041602468,-13.232104121475055,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Dark-Ritual?sellerCountry=7&language=1&minCondition=3
17,Static Orb,Tempest,9035,9.35,8.22,10.05,18.208955223880597,7.75,9.497,7.75,EX,LeBerSerKe,1,-17.11229946524064,-22.885572139303488,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Static-Orb?sellerCountry=7&language=1&minCondition=3
20,Chalice of the Void,Mirrodin,150,16.48,14.68,16.94,13.341204250295169,13.0,16.416000000000004,13.0,EX,Favorit60,2,-21.116504854368934,-23.258559622195992,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chalice-Of-The-Void?sellerCountry=7&language=1&minCondition=3
22,Doomsday,Weatherlight,8576,8.04,6.67,7.68,13.151041666666666,6.0,7.005,6.0,EX,CaptainCool,1,-25.373134328358198,-21.874999999999996,10,https://www.cardmarket.com/en/Magic/Products/Singles/Weatherlight/Doomsday?sellerCountry=7&language=1&minCondition=3
35,Capsize,Tempest,8790,0.56,0.64,0.69,7.246376811594193,0.25,0.33100000000000007,0.25,EX,DerHartl,1,-55.35714285714286,-63.76811594202898,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Capsize?sellerCountry=7&language=1&minCondition=3
36,Jokulhaups,Ice Age,6407,3.04,3.67,3.95,7.088607594936715,3.0,4.026999999999999,3.0,EX,Freakie,1,-1.3157894736842117,-24.05063291139241,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Jokulhaups?sellerCountry=7&language=1&minCondition=3
67,Pandemonium,Exodus,9321,1.88,1.78,1.83,2.732240437158472,1.5,2.733,1.5,EX,bierteufelz,1,-20.212765957446805,-18.032786885245905,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Pandemonium?sellerCountry=7&language=1&minCondition=3
