Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
1,Swords to Plowshares,Unlimited,5077,83.62,65.49,91.07,28.08828373778412,58.0,82.251,58.0,EX,Luckylev,1,-30.638603204974892,-36.31272647414077,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Swords-To-Plowshares?language=1&minCondition=3
2,Winter Orb,Unlimited,5179,90.84,84.89,111.64,23.96094589752777,100.6,124.93599999999999,100.6,EX,webuyanycard,1,10.74416556583002,-9.888928699390904,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Winter-Orb?language=1&minCondition=3
3,Mana Vault,Unlimited,5149,259.85,197.17,257.4,23.3993783993784,240.0,266.589,240.0,EX,vietj,1,-7.639022512988271,-6.759906759906752,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Mana-Vault?language=1&minCondition=3
4,Strip Mine,Antiquities,6943,64.6,49.74,60.82,18.21769154883262,50.0,57.527,50.0,EX,Buzzle1-,2,-22.600619195046434,-17.79020059191056,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Strip-Mine?language=1&minCondition=3
5,Strip Mine,Antiquities,6942,85.6,53.05,64.22,17.393335409529744,50.0,57.527,50.0,EX,Buzzle1-,2,-41.588785046728965,-22.14263469324198,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Strip-Mine?language=1&minCondition=3
7,Mana Drain,Legends,7036,144.75,141.5,163.31,13.354969077215115,138.84,164.60999999999999,138.84,EX,Bronhy,1,-4.082901554404143,-14.983773192088664,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mana-Drain?language=1&minCondition=3
8,Chrome Mox,Mirrodin,152,56.24,50.08,57.1,12.294220665499129,51.4,59.388999999999996,51.4,EX,5893sam,1,-8.605974395448085,-9.982486865148866,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chrome-Mox?language=1&minCondition=3
12,Aladdin's Lamp,Arabian Nights,6849,38.3,34.72,37.68,7.855626326963909,33.98,38.369,33.98,EX,Nerdys,1,-11.279373368146215,-9.819532908704891,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Aladdin-s-Lamp?language=1&minCondition=3
15,Rishadan Port,Mercadian Masques,11697,46.49,44.91,47.71,5.868790609935033,41.99,50.39399999999999,41.99,EX,NAJ-cards,1,-9.679500967950098,-11.98910081743869,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Rishadan-Port?language=1&minCondition=3
16,Arcades Sabboth,Legends,7229,39.1,32.27,34.25,5.781021897810209,24.98,29.022,24.98,EX,fabiolone1,1,-36.112531969309465,-27.065693430656935,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Arcades-Sabboth?language=1&minCondition=3
17,Strip Mine,Antiquities,6945,70.7,60.55,64.25,5.758754863813234,50.0,57.527,50.0,EX,Buzzle1-,2,-29.27864214992928,-22.17898832684825,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Strip-Mine?language=1&minCondition=3
20,Dance of the Dead,Ice Age,6218,15.52,15.39,16.18,4.882571075401725,14.0,14.994,14.0,EX,roene,1,-9.793814432989688,-13.473423980222496,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Dance-Of-The-Dead?language=1&minCondition=3
22,Dust Bowl,Mercadian Masques,11689,18.52,17.84,18.68,4.49678800856531,15.0,18.293,15.0,EX,gammesha,1,-19.006479481641467,-19.700214132762312,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Dust-Bowl?language=1&minCondition=3
23,Worldly Tutor,Mirage,8204,14.0,13.54,14.07,3.766879886282879,9.0,12.904,9.0,EX,JulienJ,1,-35.714285714285715,-36.03411513859275,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Worldly-Tutor?language=1&minCondition=3
24,Lightning Bolt,Unlimited,4951,19.79,21.14,21.88,3.382084095063979,19.35,23.915,19.35,NM,IzzetTinkerer,1,-2.2233451237998874,-11.563071297989021,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Lightning-Bolt?language=1&minCondition=3
25,Cursed Scroll,Tempest,9006,27.72,27.61,28.39,2.7474462839027867,25.0,29.040000000000003,25.0,EX,JamesBurford,1,-9.81240981240981,-11.940824233885172,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Cursed-Scroll?language=1&minCondition=3
26,Corpse Dance,Tempest,8745,17.41,17.19,17.67,2.7164685908319206,16.57,17.696,16.57,EX,maczaUK,3,-4.824813325674899,-6.225240520656487,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Corpse-Dance?language=1&minCondition=3
28,Burgeoning,Stronghold,9137,26.85,25.15,25.77,2.4058983313930966,23.68,24.488,23.68,NM,Hoshi14637,1,-11.806331471135946,-8.110205665502521,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Burgeoning?language=1&minCondition=3
30,Land Tax,Legends,7169,55.08,56.89,58.14,2.149982800137599,50.0,52.876999999999995,50.0,EX,BlackLilith-13,1,-9.222948438634711,-14.000687994496044,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Land-Tax?language=1&minCondition=3
31,Sulfurous Springs,Ice Age,6564,14.47,11.76,12.01,2.0815986677768525,10.56,13.081000000000003,10.56,NM,Toysnloot,1,-27.021423635107116,-12.07327227310574,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Sulfurous-Springs?language=1&minCondition=3
32,Rhystic Study,Prophecy,3939,33.82,33.29,33.98,2.03060623896409,30.0,32.899,30.0,EX,Zargoz,1,-11.295091661738617,-11.712772218952317,10,https://www.cardmarket.com/en/Magic/Products/Singles/Prophecy/Rhystic-Study?language=1&minCondition=3
33,Volrath's Stronghold,Stronghold,9222,58.68,58.75,59.89,1.9034897311738197,55.0,60.60300000000001,55.0,EX,Demonikos666,1,-6.271301976823448,-8.164969110035065,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Volrath-s-Stronghold?language=1&minCondition=3
34,Survival of the Fittest,Exodus,9357,190.88,188.39,191.6,1.6753653444676453,177.53,201.077,177.53,EX,satansghost,1,-6.993922883487006,-7.34342379958246,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Survival-Of-The-Fittest?language=1&minCondition=3
36,Vaevictis Asmadi,Legends,7280,29.12,30.14,30.61,1.5354459327017278,29.0,33.446999999999996,29.0,EX,Techo,1,-0.4120879120879155,-5.259719046063376,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Vaevictis-Asmadi?language=1&minCondition=3
