Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
1,Mana Vault,Unlimited,5149,259.13,197.58,262.57,24.751494839471373,185.0,257.18899999999996,185.0,EX,xxniinjaxx1,1,-28.607262763863694,-29.542598164299044,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Mana-Vault?language=1&minCondition=3
2,Winter Orb,Unlimited,5179,90.84,84.89,111.64,23.96094589752777,90.0,118.921,90.0,EX,DoubleDown,1,-0.924702774108326,-19.38373342887854,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Winter-Orb?language=1&minCondition=3
3,Swords to Plowshares,Unlimited,5077,64.82,62.8,78.46,19.9592148865664,57.9,82.23100000000001,57.9,EX,Luckylev,1,-10.675717371181728,-26.2044353810859,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Swords-To-Plowshares?language=1&minCondition=3
4,Strip Mine,Antiquities,6943,64.6,49.74,60.82,18.21769154883262,50.0,58.220000000000006,50.0,EX,Buzzle1-,2,-22.600619195046434,-17.79020059191056,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Strip-Mine?language=1&minCondition=3
5,Strip Mine,Antiquities,6942,85.6,53.05,64.22,17.393335409529744,50.0,58.220000000000006,50.0,EX,Buzzle1-,2,-41.588785046728965,-22.14263469324198,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Strip-Mine?language=1&minCondition=3
6,Mana Drain,Legends,7036,149.37,139.2,166.97,16.63173025094329,138.84,160.633,138.84,EX,Bronhy,1,-7.049608355091384,-16.847337845121878,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mana-Drain?language=1&minCondition=3
14,Arcades Sabboth,Legends,7229,40.71,32.68,35.71,8.485018202184264,24.98,29.121999999999996,24.98,EX,fabiolone1,1,-38.6391549987718,-30.04760571268552,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Arcades-Sabboth?language=1&minCondition=3
17,Aladdin's Lamp,Arabian Nights,6849,35.17,34.01,36.48,6.770833333333331,33.98,38.263,33.98,EX,Nerdys,1,-3.3835655388115002,-6.853070175438597,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Aladdin-s-Lamp?language=1&minCondition=3
18,Corpse Dance,Tempest,8745,17.65,17.24,18.49,6.760411032990807,14.5,17.073,14.5,EX,Vitosellmagic,1,-17.8470254957507,-21.579232017306644,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Corpse-Dance?language=1&minCondition=3
19,Earthcraft,Tempest,8851,89.01,86.14,92.14,6.5118298241805945,83.0,90.068,83.0,EX,Nyar752,1,-6.752050331423441,-9.919687432168441,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Earthcraft?language=1&minCondition=3
21,Strip Mine,Antiquities,6945,70.7,60.55,64.25,5.758754863813234,50.0,58.220000000000006,50.0,EX,Buzzle1-,2,-29.27864214992928,-22.17898832684825,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Strip-Mine?language=1&minCondition=3
22,Worldly Tutor,Mirage,8204,13.93,13.45,14.19,5.214940098661031,9.0,11.977,9.0,EX,JulienJ,1,-35.391241923905234,-36.57505285412262,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Worldly-Tutor?language=1&minCondition=3
23,Rishadan Port,Mercadian Masques,11697,44.39,45.03,47.41,5.020037966673688,41.99,48.846,41.99,EX,NAJ-cards,1,-5.406623113313806,-11.432187302256898,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Rishadan-Port?language=1&minCondition=3
25,Chalice of the Void,Mirrodin,150,14.33,14.75,15.49,4.777275661717238,13.0,14.477,13.0,EX,Favorit60,1,-9.281228192602931,-16.07488702388638,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chalice-Of-The-Void?language=1&minCondition=3
29,Maze of Ith,The Dark,7395,18.76,22.16,23.01,3.694046066927429,21.0,26.163,21.0,EX,TheGoose,1,11.940298507462677,-8.73533246414603,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Maze-Of-Ith?language=1&minCondition=3
31,Land Tax,Legends,7169,52.46,56.29,58.2,3.2817869415807626,50.0,52.66700000000001,50.0,EX,BlackLilith-13,1,-4.689287075867329,-14.089347079037806,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Land-Tax?language=1&minCondition=3
